"VOUT_LOAD_VDD (Temp=0,VREF_LOAD=0.05) X","VOUT_LOAD_VDD (Temp=0,VREF_LOAD=0.05) Y","VOUT_LOAD_VDD (Temp=0,VREF_LOAD=0.25) X","VOUT_LOAD_VDD (Temp=0,VREF_LOAD=0.25) Y","VOUT_LOAD_VDD (Temp=0,VREF_LOAD=0.45) X","VOUT_LOAD_VDD (Temp=0,VREF_LOAD=0.45) Y","VOUT_LOAD_VDD (Temp=0,VREF_LOAD=0.65) X","VOUT_LOAD_VDD (Temp=0,VREF_LOAD=0.65) Y","VOUT_LOAD_VDD (Temp=0,VREF_LOAD=0.85) X","VOUT_LOAD_VDD (Temp=0,VREF_LOAD=0.85) Y","VOUT_LOAD_VDD (Temp=27,VREF_LOAD=0.05) X","VOUT_LOAD_VDD (Temp=27,VREF_LOAD=0.05) Y","VOUT_LOAD_VDD (Temp=27,VREF_LOAD=0.25) X","VOUT_LOAD_VDD (Temp=27,VREF_LOAD=0.25) Y","VOUT_LOAD_VDD (Temp=27,VREF_LOAD=0.45) X","VOUT_LOAD_VDD (Temp=27,VREF_LOAD=0.45) Y","VOUT_LOAD_VDD (Temp=27,VREF_LOAD=0.65) X","VOUT_LOAD_VDD (Temp=27,VREF_LOAD=0.65) Y","VOUT_LOAD_VDD (Temp=27,VREF_LOAD=0.85) X","VOUT_LOAD_VDD (Temp=27,VREF_LOAD=0.85) Y","VOUT_LOAD_VDD (Temp=125,VREF_LOAD=0.05) X","VOUT_LOAD_VDD (Temp=125,VREF_LOAD=0.05) Y","VOUT_LOAD_VDD (Temp=125,VREF_LOAD=0.25) X","VOUT_LOAD_VDD (Temp=125,VREF_LOAD=0.25) Y","VOUT_LOAD_VDD (Temp=125,VREF_LOAD=0.45) X","VOUT_LOAD_VDD (Temp=125,VREF_LOAD=0.45) Y","VOUT_LOAD_VDD (Temp=125,VREF_LOAD=0.65) X","VOUT_LOAD_VDD (Temp=125,VREF_LOAD=0.65) Y","VOUT_LOAD_VDD (Temp=125,VREF_LOAD=0.85) X","VOUT_LOAD_VDD (Temp=125,VREF_LOAD=0.85) Y","VOUT_LOAD_VDD (Temp=-55,VREF_LOAD=0.05) X","VOUT_LOAD_VDD (Temp=-55,VREF_LOAD=0.05) Y","VOUT_LOAD_VDD (Temp=-55,VREF_LOAD=0.25) X","VOUT_LOAD_VDD (Temp=-55,VREF_LOAD=0.25) Y","VOUT_LOAD_VDD (Temp=-55,VREF_LOAD=0.45) X","VOUT_LOAD_VDD (Temp=-55,VREF_LOAD=0.45) Y","VOUT_LOAD_VDD (Temp=-55,VREF_LOAD=0.65) X","VOUT_LOAD_VDD (Temp=-55,VREF_LOAD=0.65) Y","VOUT_LOAD_VDD (Temp=-55,VREF_LOAD=0.85) X","VOUT_LOAD_VDD (Temp=-55,VREF_LOAD=0.85) Y","VOUT_LOAD_VDD (Temp=-100,VREF_LOAD=0.05) X","VOUT_LOAD_VDD (Temp=-100,VREF_LOAD=0.05) Y","VOUT_LOAD_VDD (Temp=-100,VREF_LOAD=0.25) X","VOUT_LOAD_VDD (Temp=-100,VREF_LOAD=0.25) Y","VOUT_LOAD_VDD (Temp=-100,VREF_LOAD=0.45) X","VOUT_LOAD_VDD (Temp=-100,VREF_LOAD=0.45) Y","VOUT_LOAD_VDD (Temp=-100,VREF_LOAD=0.65) X","VOUT_LOAD_VDD (Temp=-100,VREF_LOAD=0.65) Y","VOUT_LOAD_VDD (Temp=-100,VREF_LOAD=0.85) X","VOUT_LOAD_VDD (Temp=-100,VREF_LOAD=0.85) Y"
1e-09,0.1405184065794902,1e-09,0.5089908023464935,1e-09,0.9058607524245034,1e-09,1.304639094142712,1e-09,1.703912530570735,1e-09,0.2572156532554463,1e-09,0.5140972781390928,1e-09,0.9084366624650049,1e-09,1.306354754942334,1e-09,1.705109384193376,1e-09,1.293550639523997,1e-09,1.293437608565676,1e-09,1.292842491988658,1e-09,1.329565408415616,1e-09,1.716892695650065,1e-09,0.115315058174802,1e-09,0.5034462579220657,1e-09,0.9024499221573032,1e-09,1.302013989913767,1e-09,1.701714166618701,1e-09,0.1089536970380005,1e-09,0.5024726679001462,1e-09,0.9020942296994242,1e-09,1.301887419846832,1e-09,1.70172343600254
1.258925411794167e-09,0.1405103239061879,1.258925411794167e-09,0.5089905922413265,1.258925411794167e-09,0.905860699932713,1.258925411794167e-09,1.304639073286936,1.258925411794167e-09,1.703912520958395,1.258925411794167e-09,0.2571810649523663,1.258925411794167e-09,0.5140968269319892,1.258925411794167e-09,0.9084365679024182,1.258925411794167e-09,1.306354716682167,1.258925411794167e-09,1.705109366556017,1.258925411794167e-09,1.293550713447947,1.258925411794167e-09,1.293438873713245,1.258925411794167e-09,1.29282729961161,1.258925411794167e-09,1.329563898525119,1.258925411794167e-09,1.716892586255213,1.258925411794167e-09,0.1153131352217465,1.258925411794167e-09,0.5034461973277968,1.258925411794167e-09,0.9024499076377349,1.258925411794167e-09,1.3020139833187,1.258925411794167e-09,1.701714178957466,1.258925411794167e-09,0.1089528564203268,1.258925411794167e-09,0.5024726537118265,1.258925411794167e-09,0.9020942253666258,1.258925411794167e-09,1.30188743003846,1.258925411794167e-09,1.701723437009839
1.584893192461114e-09,0.1405001557757777,1.584893192461114e-09,0.5089903274812784,1.584893192461114e-09,0.9058606338563968,1.584893192461114e-09,1.304639046951055,1.584893192461114e-09,1.703912508839643,1.584893192461114e-09,0.257137523212093,1.584893192461114e-09,0.5140962590347249,1.584893192461114e-09,0.9084364488677902,1.584893192461114e-09,1.306354668174744,1.584893192461114e-09,1.705109344286572,1.584893192461114e-09,1.293531687096452,1.584893192461114e-09,1.293419843487811,1.584893192461114e-09,1.29280817392464,1.584893192461114e-09,1.329561998569478,1.584893192461114e-09,1.716892448540484,1.584893192461114e-09,0.1153107162044561,1.584893192461114e-09,0.5034461210234167,1.584893192461114e-09,0.9024498881513195,1.584893192461114e-09,1.302013975005918,1.584893192461114e-09,1.701714174569807,1.584893192461114e-09,0.1089517990750436,1.584893192461114e-09,0.5024726358493901,1.584893192461114e-09,0.9020942197363055,1.584893192461114e-09,1.301887427301009,1.584893192461114e-09,1.701723435483714
1.99526231496888e-09,0.1404873703451361,1.99526231496888e-09,0.5089899942326302,1.99526231496888e-09,0.9058605506797703,1.99526231496888e-09,1.30463901379852,1.99526231496888e-09,1.703912493583849,1.99526231496888e-09,0.257082710323003,1.99526231496888e-09,0.5140955442647122,1.99526231496888e-09,0.9084362990276609,1.99526231496888e-09,1.306354607111823,1.99526231496888e-09,1.705109316252537,1.99526231496888e-09,1.293507734985452,1.99526231496888e-09,1.293395886498139,1.99526231496888e-09,1.292784096592274,1.99526231496888e-09,1.32955960775061,1.99526231496888e-09,1.716892275178223,1.99526231496888e-09,0.1153076730930676,1.99526231496888e-09,0.5034460249802214,1.99526231496888e-09,0.9024498636219531,1.99526231496888e-09,1.302013964541444,1.99526231496888e-09,1.701714169045788,1.99526231496888e-09,0.1089504690949783,1.99526231496888e-09,0.5024726133658446,1.99526231496888e-09,0.9020942126488124,1.99526231496888e-09,1.301887423854069,1.99526231496888e-09,1.701723433562548
2.511886431509581e-09,0.1404712989296883,2.511886431509581e-09,0.5089895747996216,2.511886431509581e-09,0.9058604459801118,2.511886431509581e-09,1.304638972065704,2.511886431509581e-09,1.703912474379224,2.511886431509581e-09,0.2570137096043372,2.511886431509581e-09,0.5140946446922812,2.511886431509581e-09,0.9084361104148008,2.511886431509581e-09,1.306354530244961,2.511886431509581e-09,1.705109280962211,2.511886431509581e-09,1.293477581857853,2.511886431509581e-09,1.293365727227503,2.511886431509581e-09,1.292753785788812,2.511886431509581e-09,1.329556599603749,2.511886431509581e-09,1.716892056944401,2.511886431509581e-09,0.1153038456054526,2.511886431509581e-09,0.503445904098034,2.511886431509581e-09,0.9024498327452914,2.511886431509581e-09,1.302013951368557,2.511886431509581e-09,1.701714162091889,2.511886431509581e-09,0.1089487965514349,2.511886431509581e-09,0.5024725850669677,2.511886431509581e-09,0.9020942037272189,2.511886431509581e-09,1.301887419514971,2.511886431509581e-09,1.701723431144086
3.16227766016838e-09,0.1404511049165497,3.16227766016838e-09,0.5089890469266065,3.16227766016838e-09,0.9058603141924538,3.16227766016838e-09,1.304638919533147,3.16227766016838e-09,1.703912450204069,3.16227766016838e-09,0.2569268501855717,3.16227766016838e-09,0.5140935126249185,3.16227766016838e-09,0.9084358730043937,3.16227766016838e-09,1.306354433486089,3.16227766016838e-09,1.705109236538176,3.16227766016838e-09,1.293439622577545,3.16227766016838e-09,1.293327760212972,3.16227766016838e-09,1.292715627954718,3.16227766016838e-09,1.329552815287681,3.16227766016838e-09,1.716891782230181,3.16227766016838e-09,0.115299032720646,3.16227766016838e-09,0.5034457519623626,3.16227766016838e-09,0.9024497938801838,3.16227766016838e-09,1.302013934786626,3.16227766016838e-09,1.701714153338131,3.16227766016838e-09,0.108946693794397,3.16227766016838e-09,0.5024725494506607,3.16227766016838e-09,0.9020941924972287,3.16227766016838e-09,1.30188741405291,3.16227766016838e-09,1.701723428099654
3.981071705534974e-09,0.1404257432733197,3.981071705534974e-09,0.5089883826302317,3.981071705534974e-09,0.9058601483155395,3.981071705534974e-09,1.304638853408003,3.981071705534974e-09,1.703912419772574,3.981071705534974e-09,0.2568175191397374,3.981071705534974e-09,0.5140920881132094,3.981071705534974e-09,0.9084355741843756,3.981071705534974e-09,1.306354311690962,3.981071705534974e-09,1.705109180617734,3.981071705534974e-09,1.293391836667601,3.981071705534974e-09,1.293279964564454,3.981071705534974e-09,1.292667592001965,3.981071705534974e-09,1.329548055415209,3.981071705534974e-09,1.716891436426493,3.981071705534974e-09,0.1152929877457705,3.981071705534974e-09,0.5034455605077403,3.981071705534974e-09,0.9024497449619059,3.981071705534974e-09,1.30201391391399,3.981071705534974e-09,1.701714142318882,3.981071705534974e-09,0.1089440510865909,3.981071705534974e-09,0.5024725046280145,3.981071705534974e-09,0.9020941783620967,3.981071705534974e-09,1.301887407177441,3.981071705534974e-09,1.701723424267303
5.011872336272725e-09,0.1403939112727638,5.011872336272725e-09,0.5089875467366811,5.011872336272725e-09,0.9058599395426099,5.011872336272725e-09,1.304638770176313,5.011872336272725e-09,1.703912381466697,5.011872336272725e-09,0.2566798934872379,5.011872336272725e-09,0.5140902958305997,5.011872336272725e-09,0.9084351980904493,5.011872336272725e-09,1.306354158387032,5.011872336272725e-09,1.705109110227746,5.011872336272725e-09,1.293331680929538,5.011872336272725e-09,1.293219796562977,5.011872336272725e-09,1.292607121352897,5.011872336272725e-09,1.329542069892567,5.011872336272725e-09,1.716891001150439,5.011872336272725e-09,0.1152853881458057,5.011872336272725e-09,0.5034453195960249,5.011872336272725e-09,0.9024496833932737,5.011872336272725e-09,1.302013887641297,5.011872336272725e-09,1.701714128448182,5.011872336272725e-09,0.1089407312344637,5.011872336272725e-09,0.5024724482244,5.011872336272725e-09,0.9020941605711182,5.011872336272725e-09,1.301887398523097,5.011872336272725e-09,1.701723419443236
6.309573444801935e-09,0.1403539890948922,6.309573444801935e-09,0.5089864950519687,6.309573444801935e-09,0.9058596767981781,6.309573444801935e-09,1.304638665417483,6.309573444801935e-09,1.703912333250546,6.309573444801935e-09,0.25650666390402,6.309573444801935e-09,0.5140880411766133,6.309573444801935e-09,0.9084347247717878,6.309573444801935e-09,1.306353965431682,6.309573444801935e-09,1.705109021627328,6.309573444801935e-09,1.293255954347935,6.309573444801935e-09,1.29314405453755,6.309573444801935e-09,1.292530998122208,6.309573444801935e-09,1.32953454532253,6.309573444801935e-09,1.716890453273338,6.309573444801935e-09,0.1152758440164158,6.309573444801935e-09,0.5034450164888269,6.309573444801935e-09,0.9024496059080351,6.309573444801935e-09,1.302013854572904,6.309573444801935e-09,1.701714110988717,6.309573444801935e-09,0.1089365630279413,6.309573444801935e-09,0.5024723772556557,6.309573444801935e-09,0.9020941381800968,6.309573444801935e-09,1.301887387630076,6.309573444801935e-09,1.701723413371012
7.943282347242819e-09,0.1403039691243507,7.943282347242819e-09,0.5089851720770936,7.943282347242819e-09,0.9058593461573552,7.943282347242819e-09,1.304638533571412,7.943282347242819e-09,1.703912272562829,7.943282347242819e-09,0.2562886299234343,7.943282347242819e-09,0.5140852054196146,7.943282347242819e-09,0.9084341291452475,7.943282347242819e-09,1.306353722583196,7.943282347242819e-09,1.705108910110299,7.943282347242819e-09,1.293160628162441,7.943282347242819e-09,1.293048708901906,7.943282347242819e-09,1.292435172269609,7.943282347242819e-09,1.329525099311258,7.943282347242819e-09,1.716889763700077,7.943282347242819e-09,0.1152638652649386,7.943282347242819e-09,0.503444635188673,7.943282347242819e-09,0.9024495083996216,7.943282347242819e-09,1.302013812953304,7.943282347242819e-09,1.701714089012849,7.943282347242819e-09,0.1089313332922045,7.943282347242819e-09,0.5024722879733575,7.943282347242819e-09,0.9020941100017543,7.943282347242819e-09,1.301887373919987,7.943282347242819e-09,1.70172340572798
