IL,VOUT
1e-09,0.5034462579220657
1.258925411794167e-09,0.5034461973277968
1.584893192461114e-09,0.5034461210234167
1.9952623149688803e-09,0.5034460249802214
2.511886431509581e-09,0.503445904098034
3.1622776601683803e-09,0.5034457519623626
3.981071705534974e-09,0.5034455605077403
5.0118723362727255e-09,0.5034453195960249
6.3095734448019354e-09,0.5034450164888269
7.943282347242819e-09,0.503444635188673
1.000000000000001e-08,0.5034441556179173
1.2589254117941681e-08,0.5034435525982112
1.5848931924611153e-08,0.5034427945864163
1.9952623149688813e-08,0.5034418421157155
2.511886431509582e-08,0.50344064588396
3.1622776601683825e-08,0.5034391444264351
3.9810717055349776e-08,0.5034372613095173
5.0118723362727296e-08,0.5034349082447795
6.30957344480194e-08,0.503431959015887
7.943282347242826e-08,0.5034282747772384
1.000000000000001e-07,0.5034236812773858
1.258925411794169e-07,0.5034179678977638
1.584893192461116e-07,0.5034108827607949
1.995262314968882e-07,0.5034021286906631
2.511886431509584e-07,0.5033913610480389
3.162277660168384e-07,0.5033781888644473
3.981071705534979e-07,0.5033621810921594
5.011872336272731e-07,0.5033428800183148
6.309573444801943e-07,0.5033198237384235
7.943282347242829e-07,0.5032925787559119
1.000000000000002e-06,0.5032607820225037
1.25892541179417e-06,0.5032241890434451
1.584893192461117e-06,0.5031827257450275
1.995262314968884e-06,0.5031365124300234
2.511886431509586e-06,0.5030859001416699
3.162277660168386e-06,0.5030314515407498
3.981071705534982e-06,0.502973905876177
5.011872336272735e-06,0.5029141179759155
6.309573444801948e-06,0.5028529847386923
7.943282347242835e-06,0.5027913727398401
1.000000000000003e-05,0.5027300588756384
1.258925411794171e-05,0.5026696912201926
1.584893192461118e-05,0.5026107716134478
1.995262314968885e-05,0.502553656918737
2.511886431509587e-05,0.502498573393559
3.162277660168388e-05,0.5024456381776053
3.981071705534984e-05,0.5023948828580224
5.011872336272738e-05,0.5023462756300483
6.309573444801952e-05,0.5022997401223684
7.943282347242841e-05,0.5022551701745677
0.0001,0.5022124406497678
0.0001258925411794,0.5021714147905734
0.0001584893192461,0.5021319487872293
0.0001995262314968,0.5020938942307965
0.0002511886431509,0.5020570990550578
0.0003162277660168,0.502021407484066
0.0003981071705534,0.5019866594283495
0.0005011872336272,0.5019526897213684
0.0006309573444801,0.5019193275501939
0.0007943282347242,0.5018863530968425
0.001,0.501853674823089
0.0012589254117941,0.5018210597917088
0.0015848931924611,0.5017883199786417
0.0019952623149688,0.5017552650120725
0.0025118864315095,0.5017217005951877
0.0031622776601683,0.5016874232099029
0.0039810717055349,0.5016522107590539
0.0050118723362727,0.5016158095536877
0.0063095734448019,0.5015779186051488
0.0079432823472428,0.5015381718795985
0.01,0.5014961182009822
0.0125892541179417,0.5014511974122964
0.0158489319246112,0.5014027106325235
0.0199526231496888,0.5013497819972834
0.0251188643150959,0.5012913089296197
0.0316227766016839,0.5012258975303608
0.0398107170553499,0.5011517789787208
0.0501187233627274,0.501066701860469
0.0630957344480196,0.5009677941289239
0.0794328234724285,0.5008513870536179
0.1,0.5007127921550367
0.0794328234724285,0.5008513885634346
0.0630957344480196,0.500967795759423
0.0501187233627274,0.5010667036352359
0.0398107170553499,0.5011517809228853
0.0316227766016839,0.501225899669023
0.0251188643150959,0.501291311287135
0.0199526231496888,0.5013497845962458
0.0158489319246112,0.501402713492296
0.0125892541179417,0.5014512005473764
0.01,0.5014961216202728
0.0079432823472428,0.5015381755883525
0.0063095734448019,0.5015779226114194
0.0050118723362727,0.5016158138796497
0.0039810717055349,0.501652215454068
0.0031622776601683,0.5016874283587143
0.0025118864315095,0.5017217063147742
0.0019952623149688,0.5017552714361905
0.0015848931924611,0.501788327236319
0.0012589254117941,0.5018210679885686
0.001,0.5018536840303416
0.0007943282347242,0.5018863635627561
0.0006309573444801,0.5019192922041895
0.0005011872336272,0.5019526516616108
0.0003981071705534,0.501986618518896
0.0003162277660168,0.5020213636314562
0.0002511886431509,0.5020570990592796
0.0001995262314968,0.5020938942354605
0.0001584893192461,0.5021319487922351
0.0001258925411794,0.5021714147958478
0.0001,0.5022124406552154
7.943282347242841e-05,0.502255170180078
6.309573444801952e-05,0.5022997401278105
5.011872336272738e-05,0.5023462756352696
3.981071705534984e-05,0.5023948828628597
3.162277660168388e-05,0.5024456381818968
2.511886431509587e-05,0.5024985733971593
1.995262314968885e-05,0.5025536569215424
1.584893192461118e-05,0.5026107716154219
1.258925411794171e-05,0.5026696912213823
1.000000000000003e-05,0.5027300588761768
7.943282347242835e-06,0.5027913727399174
6.309573444801948e-06,0.5028529847385165
5.011872336272735e-06,0.5029141179756567
3.981071705534982e-06,0.5029739058759455
3.162277660168386e-06,0.5030314515405879
2.511886431509586e-06,0.5030859001415785
1.995262314968884e-06,0.503136512429979
1.584893192461117e-06,0.5031827257450082
1.25892541179417e-06,0.5032241914019893
1.000000000000002e-06,0.5032607810703966
7.943282347242829e-07,0.503292578212061
6.309573444801943e-07,0.5033198234458661
5.011872336272731e-07,0.5033428798688251
3.981071705534979e-07,0.5033621810190645
3.162277660168384e-07,0.5033781888300197
2.511886431509584e-07,0.5033913610323205
1.995262314968882e-07,0.5034021286836702
1.584893192461116e-07,0.5034108827577517
1.258925411794169e-07,0.5034179678964573
1.000000000000001e-07,0.5034236812768381
7.943282347242826e-08,0.5034282747770072
6.30957344480194e-08,0.5034319590157936
5.0118723362727296e-08,0.5034349082447426
3.9810717055349776e-08,0.5034372654186267
3.1622776601683825e-08,0.5034391429299142
2.511886431509582e-08,0.5034406449199967
1.9952623149688813e-08,0.5034418415041623
1.5848931924611153e-08,0.5034427941988886
1.2589254117941681e-08,0.5034435523528611
1.000000000000001e-08,0.5034441554626925
7.943282347242819e-09,0.5034446350905174
6.3095734448019354e-09,0.5034450164267922
5.0118723362727255e-09,0.5034453195568296
3.981071705534974e-09,0.5034455604829836
3.1622776601683803e-09,0.5034457519467284
2.511886431509581e-09,0.5034459040881599
1.9952623149688803e-09,0.50344602497399
1.584893192461114e-09,0.5034461210194802
1.258925411794167e-09,0.5034461973253086
1e-09,0.5034462579461304
